steamID/appID,steamid,appid,playtime_forever,achievements
76561198008911412/462780,2,462780,0,
76561198008911412/1250,2,1250,21655,
76561198008911412/35420,2,35420,105,
76561198008911412/50300,2,50300,457,
76561198008911412/34330,2,34330,6368,
76561198008911412/56400,2,56400,643,
76561198008911412/44340,2,44340,0,
76561198008911412/57900,2,57900,0,
76561198008911412/7610,2,7610,0,
76561198008911412/7760,2,7760,0,
76561198008911412/42160,2,42160,0,
76561198008911412/206980,2,206980,0,
76561198008911412/55150,2,55150,586,
76561198008911412/17710,2,17710,0,
76561198008911412/42680,2,42680,1279,
76561198008911412/42690,2,42690,63028,
76561198008911412/67370,2,67370,0,
76561198008911412/203770,2,203770,170,
76561198008911412/201700,2,201700,0,
76561198008911412/108710,2,108710,185,
76561198008911412/207170,2,207170,180,
76561198008911412/208670,2,208670,557,
76561198008911412/204100,2,204100,2986,
76561198008911412/12750,2,12750,0,
76561198008911412/11590,2,11590,0,
76561198008911412/12830,2,12830,17,
76561198008911412/12810,2,12810,0,
76561198008911412/12770,2,12770,15,
76561198008911412/215670,2,215670,0,
76561198008911412/98400,2,98400,563,
76561198008911412/209080,2,209080,0,
76561198008911412/50650,2,50650,2465,
76561198008911412/11450,2,11450,0,
76561198008911412/12710,2,12710,0,
76561198008911412/202970,2,202970,816,
76561198008911412/202990,2,202990,29887,
76561198008911412/212910,2,212910,22,
76561198008911412/200510,2,200510,1553,
76561198008911412/57690,2,57690,0,
76561198008911412/55230,2,55230,2724,
76561198008911412/220240,2,220240,1978,
76561198008911412/203140,2,203140,2164,
76561198008911412/205930,2,205930,124,
76561198008911412/25890,2,25890,0,
76561198008911412/4570,2,4570,611,
76561198008911412/220440,2,220440,252,
76561198008911412/9310,2,9310,171,
76561198008911412/203160,2,203160,1070,
76561198008911412/202130,2,202130,0,
76561198008911412/224580,2,224580,194,
76561198008911412/221040,2,221040,0,
76561198008911412/1500,2,1500,0,
76561198008911412/1510,2,1510,87,
76561198008911412/1520,2,1520,37,
76561198008911412/1530,2,1530,37,
76561198008911412/233450,2,233450,3273,
76561198008911412/220660,2,220660,0,
76561198008911412/43160,2,43160,3133,
76561198008911412/44350,2,44350,0,
76561198008911412/222480,2,222480,0,
76561198008911412/72850,2,72850,11924,
76561198008911412/234650,2,234650,684,
76561198008911412/233270,2,233270,422,
76561198008911412/65930,2,65930,0,
76561198008911412/228300,2,228300,316,
76561198008911412/231430,2,231430,2031,
76561198008911412/35450,2,35450,4978,
76561198008911412/231740,2,231740,12,
76561198008911412/236850,2,236850,0,
76561198008911412/242920,2,242920,977,
76561198008911412/12100,2,12100,360,
76561198008911412/12110,2,12110,5,
76561198008911412/12120,2,12120,16,
76561198008911412/12210,2,12210,0,
76561198008911412/12220,2,12220,0,
76561198008911412/12230,2,12230,0,
76561198008911412/12240,2,12240,0,
76561198008911412/12250,2,12250,0,
76561198008911412/206420,2,206420,1774,
76561198008911412/91310,2,91310,1468,
76561198008911412/216250,2,216250,1486,
76561198008911412/214950,2,214950,15726,
76561198008911412/247020,2,247020,7,
76561198008911412/239030,2,239030,6,
76561198008911412/218620,2,218620,3608,
76561198008911412/205100,2,205100,1593,
76561198008911412/92800,2,92800,0,
76561198008911412/226960,2,226960,273,
76561198008911412/243800,2,243800,138,
76561198008911412/255220,2,255220,0,
76561198008911412/243040,2,243040,0,
76561198008911412/247660,2,247660,0,
76561198008911412/243470,2,243470,3843,
76561198008911412/261640,2,261640,0,
76561198008911412/264140,2,264140,98,
76561198008911412/215530,2,215530,1166,
76561198008911412/221100,2,221100,37,
76561198008911412/7670,2,7670,140,
76561198008911412/8850,2,8850,0,
76561198008911412/8870,2,8870,0,
76561198008911412/409710,2,409710,0,
76561198008911412/409720,2,409720,0,
76561198008911412/272470,2,272470,166,
76561198008911412/239160,2,239160,1844,
76561198008911412/236130,2,236130,0,
76561198008911412/254700,2,254700,0,
76561198008911412/235210,2,235210,6,
76561198008911412/8880,2,8880,0,
76561198008911412/8890,2,8890,0,
76561198008911412/287260,2,287260,314,
76561198008911412/287340,2,287340,1,
76561198008911412/233290,2,233290,565,
76561198008911412/291710,2,291710,0,
76561198008911412/201810,2,201810,1494,
76561198008911412/295270,2,295270,72712,
76561198008911412/222900,2,222900,507,
76561198008911412/298630,2,298630,175,
76561198008911412/300550,2,300550,1105,
76561198008911412/65790,2,65790,0,
76561198008911412/227940,2,227940,0,
76561198008911412/317280,2,317280,0,
76561198008911412/238010,2,238010,1868,
76561198008911412/8080,2,8080,145,
76561198008911412/28000,2,28000,310,
76561198008911412/321040,2,321040,0,
76561198008911412/226720,2,226720,1321,
76561198008911412/24240,2,24240,0,
76561198008911412/10,2,10,0,
76561198008911412/80,2,80,0,
76561198008911412/100,2,100,0,
76561198008911412/240,2,240,0,
76561198008911412/730,2,730,190,
76561198008911412/346940,2,346940,0,
76561198008911412/202170,2,202170,1943,
76561198008911412/287290,2,287290,0,
76561198008911412/351570,2,351570,0,
76561198008911412/350080,2,350080,912,
76561198008911412/359580,2,359580,2,
76561198008911412/359900,2,359900,0,
76561198008911412/360430,2,360430,2324,
76561198008911412/47780,2,47780,0,
76561198008911412/365720,2,365720,0,
76561198008911412/329050,2,329050,0,
76561198008911412/370240,2,370240,0,
76561198008911412/385710,2,385710,0,
76561198008911412/400170,2,400170,0,
76561198008911412/234140,2,234140,4119,
76561198008911412/437900,2,437900,33,
76561198008911412/440090,2,440090,1,
76561198008911412/394230,2,394230,0,
76561198008911412/457600,2,457600,1728,
76561198008911412/50130,2,50130,961,
76561198008911412/489830,2,489830,0,
76561197969407094/10,3,10,47956,
76561197969407094/20,3,20,31,
76561197969407094/30,3,30,0,
76561197969407094/40,3,40,0,
76561197969407094/50,3,50,256,
76561197969407094/60,3,60,8,
76561197969407094/70,3,70,966,
76561197969407094/130,3,130,0,
76561197969407094/80,3,80,1370,
76561197969407094/100,3,100,191,
76561197969407094/4000,3,4000,738,
76561197969407094/320,3,320,172,
76561197969407094/340,3,340,76,
76561197969407094/220,3,220,486,
76561197969407094/12210,3,12210,3421,
76561197969407094/19980,3,19980,820,
76561197969407094/17470,3,17470,0,
76561197969407094/24740,3,24740,20,
76561197969407094/10660,3,10660,0,
76561197969407094/21680,3,21680,0,
76561197969407094/24800,3,24800,0,
76561197969407094/8190,3,8190,57,
76561197969407094/43110,3,43110,0,
76561197969407094/400,3,400,412,
76561197969407094/28000,3,28000,93,
76561197969407094/17410,3,17410,378,
76561197969407094/21970,3,21970,0,
76561197969407094/43000,3,43000,0,
76561197969407094/7520,3,7520,0,
76561197969407094/31280,3,31280,376,
76561197969407094/40800,3,40800,627,
76561197969407094/22350,3,22350,89,
76561197969407094/620,3,620,92,
76561197969407094/104700,3,104700,864,
76561197969407094/91200,3,91200,0,
76561197969407094/7760,3,7760,0,
76561197969407094/28050,3,28050,0,
76561197969407094/1200,3,1200,0,
76561197969407094/1230,3,1230,0,
76561197969407094/1280,3,1280,0,
76561197969407094/102600,3,102600,0,
76561197969407094/102840,3,102840,643,
76561197969407094/41000,3,41000,425,
76561197969407094/3830,3,3830,0,
76561197969407094/205790,3,205790,0,
76561197969407094/240,3,240,221,
76561197969407094/67370,3,67370,1335,
76561197969407094/58610,3,58610,0,
76561197969407094/201700,3,201700,0,
76561197969407094/207610,3,207610,1384,
76561197969407094/7670,3,7670,0,
76561197969407094/409710,3,409710,0,
76561197969407094/108800,3,108800,0,
76561197969407094/12750,3,12750,0,
76561197969407094/108710,3,108710,486,
76561197969407094/202750,3,202750,0,
76561197969407094/201790,3,201790,1071,
76561197969407094/730,3,730,10376,
76561197969407094/219740,3,219740,2471,
76561197969407094/322330,3,322330,2384,
76561197969407094/214870,3,214870,427,
76561197969407094/57690,3,57690,0,
76561197969407094/42910,3,42910,944,
76561197969407094/220440,3,220440,472,
76561197969407094/224540,3,224540,499,
76561197969407094/203160,3,203160,1428,
76561197969407094/8870,3,8870,955,
76561197969407094/230410,3,230410,2086,
76561197969407094/202090,3,202090,135,
76561197969407094/231430,3,231430,0,
76561197969407094/21690,3,21690,0,
76561197969407094/58550,3,58550,0,
76561197969407094/223450,3,223450,34,
76561197969407094/222480,3,222480,0,
76561197969407094/65930,3,65930,0,
76561197969407094/228300,3,228300,0,
76561197969407094/31100,3,31100,0,
76561197969407094/31110,3,31110,0,
76561197969407094/31120,3,31120,0,
76561197969407094/31130,3,31130,0,
76561197969407094/31220,3,31220,0,
76561197969407094/31230,3,31230,0,
76561197969407094/31240,3,31240,0,
76561197969407094/31250,3,31250,0,
76561197969407094/31260,3,31260,0,
76561197969407094/31270,3,31270,14,
76561197969407094/31290,3,31290,0,
76561197969407094/94500,3,94500,0,
76561197969407094/94510,3,94510,0,
76561197969407094/94520,3,94520,0,
76561197969407094/94530,3,94530,0,
76561197969407094/94590,3,94590,0,
76561197969407094/94600,3,94600,0,
76561197969407094/94610,3,94610,0,
76561197969407094/94620,3,94620,0,
76561197969407094/237110,3,237110,259,
76561197969407094/244850,3,244850,0,
76561197969407094/91310,3,91310,0,
76561197969407094/234390,3,234390,0,
76561197969407094/47790,3,47790,0,
76561197969407094/47830,3,47830,67,
76561197969407094/226720,3,226720,0,
76561197969407094/252490,3,252490,19,
76561197969407094/254000,3,254000,0,
76561197969407094/49520,3,49520,560,
76561197969407094/258200,3,258200,0,
76561197969407094/244930,3,244930,30,
76561197969407094/550,3,550,1504,
76561197969407094/223530,3,223530,0,
76561197969407094/271290,3,271290,0,
76561197969407094/273110,3,273110,45,
76561197969407094/275390,3,275390,1788,
76561197969407094/213670,3,213670,1019,
76561197969407094/235210,3,235210,0,
76561197969407094/254700,3,254700,0,
76561197969407094/35450,3,35450,0,
76561197969407094/236830,3,236830,0,
76561197969407094/299360,3,299360,68,
76561197969407094/303390,3,303390,0,
76561197969407094/304930,3,304930,6,
76561197969407094/63380,3,63380,343,
76561197969407094/307880,3,307880,0,
76561197969407094/317760,3,317760,45,
76561197969407094/321040,3,321040,0,
76561197969407094/323060,3,323060,0,
76561197969407094/24240,3,24240,134,
76561197969407094/343710,3,343710,130,
76561197969407094/345520,3,345520,35,
76561197969407094/287290,3,287290,0,
76561197969407094/275100,3,275100,75,
76561197969407094/8980,3,8980,2041,
76561197969407094/291550,3,291550,112,
76561197969407094/400240,3,400240,0,
76561197969407094/444090,3,444090,175,
76561197969407094/48000,3,48000,0,
76561197969407094/319630,3,319630,0,
76561197998199940/220,4,220,0,
76561197998199940/340,4,340,0,
76561197998199940/320,4,320,45,
76561197998199940/1500,4,1500,0,
76561197998199940/1510,4,1510,412,
76561197998199940/1520,4,1520,101,
76561197998199940/4540,4,4540,7,
76561197998199940/4550,4,4550,0,
76561197998199940/475150,4,475150,0,
76561197998199940/4560,4,4560,0,
76561197998199940/9340,4,9340,0,
76561197998199940/228200,4,228200,272,
76561197998199940/9450,4,9450,1475,
76561197998199940/12200,4,12200,101,
76561197998199940/12210,4,12210,98,
76561197998199940/15620,4,15620,3409,
76561197998199940/22120,4,22120,190,
76561197998199940/22140,4,22140,0,
76561197998199940/22180,4,22180,0,
76561197998199940/24740,4,24740,0,
76561197998199940/25900,4,25900,1140,
76561197998199940/22340,4,22340,456,
76561197998199940/3720,4,3720,867,
76561197998199940/32360,4,32360,222,
76561197998199940/34900,4,34900,57,
76561197998199940/40400,4,40400,0,
76561197998199940/40420,4,40420,0,
76561197998199940/23490,4,23490,0,
76561197998199940/550,4,550,27,
76561197998199940/223530,4,223530,0,
76561197998199940/22100,4,22100,0,
76561197998199940/3170,4,3170,0,
76561197998199940/3130,4,3130,0,
76561197998199940/400,4,400,512,
76561197998199940/17410,4,17410,0,
76561197998199940/57300,4,57300,0,
76561197998199940/8980,4,8980,418,
76561197998199940/56400,4,56400,956,
76561197998199940/21100,4,21100,0,
76561197998199940/42910,4,42910,352,
76561197998199940/620,4,620,201,
76561197998199940/91200,4,91200,0,
76561197998199940/98200,4,98200,34,
76561197998199940/21090,4,21090,0,
76561197998199940/21110,4,21110,0,
76561197998199940/21120,4,21120,0,
76561197998199940/16450,4,16450,0,
76561197998199940/19680,4,19680,0,
76561197998199940/50130,4,50130,981,
76561197998199940/98800,4,98800,2469,
76561197998199940/107300,4,107300,11,
76561197998199940/107310,4,107310,92,
76561197998199940/55150,4,55150,118,
76561197998199940/32800,4,32800,0,
76561197998199940/107100,4,107100,15,
76561197998199940/28050,4,28050,387,
76561197998199940/17710,4,17710,33,
76561197998199940/57690,4,57690,40,
76561197998199940/111400,4,111400,42,
76561197998199940/8930,4,8930,8792,
76561197998199940/72850,4,72850,807,
76561197998199940/15560,4,15560,41,
76561197998199940/35720,4,35720,262,
76561197998199940/64000,4,64000,1,
76561197998199940/48000,4,48000,0,
76561197998199940/207170,4,207170,1609,
76561197998199940/207690,4,207690,0,
76561197998199940/203630,4,203630,0,
76561197998199940/41500,4,41500,830,
76561197998199940/200710,4,200710,608,
76561197998199940/200260,4,200260,0,
76561197998199940/108800,4,108800,0,
76561197998199940/42170,4,42170,28,
76561197998199940/50300,4,50300,54,
76561197998199940/108710,4,108710,26,
76561197998199940/202750,4,202750,0,
76561197998199940/65800,4,65800,454,
76561197998199940/211420,4,211420,39556,
76561197998199940/35140,4,35140,102,
76561197998199940/113200,4,113200,598,
76561197998199940/730,4,730,81,
76561197998199940/200510,4,200510,2011,
76561197998199940/204300,4,204300,10,
76561197998199940/212680,4,212680,6824,
76561197998199940/220780,4,220780,0,
76561197998199940/7830,4,7830,0,
76561197998199940/220860,4,220860,112,
76561197998199940/218640,4,218640,402,
76561197998199940/42160,4,42160,264,
76561197998199940/206980,4,206980,0,
76561197998199940/219150,4,219150,23,
76561197998199940/205790,4,205790,0,
76561197998199940/218680,4,218680,11,
76561197998199940/223830,4,223830,3804,
76561197998199940/4920,4,4920,89,
76561197998199940/219950,4,219950,0,
76561197998199940/55230,4,55230,897,
76561197998199940/221640,4,221640,41,
76561197998199940/201790,4,201790,885,
76561197998199940/71230,4,71230,0,
76561197998199940/71240,4,71240,0,
76561197998199940/71250,4,71250,12,
76561197998199940/71260,4,71260,0,
76561197998199940/50620,4,50620,1138,
76561197998199940/50650,4,50650,32,
76561197998199940/388410,4,388410,0,
76561197998199940/462780,4,462780,0,
76561197998199940/208520,4,208520,202,
76561197998199940/204080,4,204080,27,
76561197998199940/230410,4,230410,1627,
76561197998199940/238960,4,238960,10883,
76561197998199940/272350,4,272350,95,
76561197998199940/39120,4,39120,21275,
76561197998199940/233700,4,233700,2230,
76561197998199940/8870,4,8870,0,
76561197998199940/224500,4,224500,1111,
76561197998199940/233720,4,233720,96,
76561197998199940/234190,4,234190,0,
76561197998199940/234650,4,234650,769,
76561197998199940/206190,4,206190,252,
76561197998199940/8500,4,8500,2459,
76561197998199940/236850,4,236850,693,
76561197998199940/233980,4,233980,198,
76561197998199940/213030,4,213030,331,
76561197998199940/237570,4,237570,0,
76561197998199940/242920,4,242920,539,
76561197998199940/241600,4,241600,1571,
76561197998199940/208140,4,208140,2385,
76561197998199940/244710,4,244710,27,
76561197998199940/234390,4,234390,0,
76561197998199940/63910,4,63910,0,
76561197998199940/225080,4,225080,59,
76561197998199940/209000,4,209000,0,
76561197998199940/218620,4,218620,1171,
76561197998199940/47790,4,47790,0,
76561197998199940/47830,4,47830,0,
76561197998199940/242570,4,242570,146,
76561197998199940/249990,4,249990,204,
76561197998199940/250500,4,250500,0,
76561197998199940/251990,4,251990,465,
76561197998199940/253980,4,253980,0,
76561197998199940/222640,4,222640,118,
76561197998199940/246090,4,246090,34,
76561197998199940/58520,4,58520,30,
76561197998199940/204560,4,204560,38,
76561197998199940/208730,4,208730,42,
76561197998199940/209730,4,209730,0,
76561197998199940/219780,4,219780,0,
76561197998199940/231140,4,231140,0,
76561197998199940/58610,4,58610,0,
76561197998199940/205650,4,205650,95,
76561197998199940/212480,4,212480,0,
76561197998199940/221910,4,221910,325,
76561197998199940/238430,4,238430,52,
76561197998199940/262060,4,262060,1026,
76561197998199940/263420,4,263420,98,
76561197998199940/265300,4,265300,1065,
76561197998199940/266130,4,266130,273,
76561197998199940/267750,4,267750,1156,
76561197998199940/230230,4,230230,6151,
76561197998199940/373420,4,373420,2024,
76561197998199940/268870,4,268870,865,
76561197998199940/269650,4,269650,232,
76561197998199940/222880,4,222880,28,
76561197998199940/213670,4,213670,1024,
76561197998199940/240760,4,240760,5566,
76561197998199940/404730,4,404730,431,
76561197998199940/282070,4,282070,153,
76561197998199940/43160,4,43160,74,
76561197998199940/236430,4,236430,6007,
76561197998199940/231430,4,231430,4,
76561197998199940/274980,4,274980,0,
76561197998199940/233290,4,233290,410,
76561197998199940/294860,4,294860,57,
76561197998199940/295930,4,295930,21,
76561197998199940/222900,4,222900,26,
76561197998199940/300550,4,300550,1335,
76561197998199940/1930,4,1930,28,
76561197998199940/7520,4,7520,242,
76561197998199940/7530,4,7530,0,
76561197998199940/250400,4,250400,442,
76561197998199940/63380,4,63380,397,
76561197998199940/224600,4,224600,2297,
76561197998199940/307230,4,307230,12,
76561197998199940/310380,4,310380,3,
76561197998199940/291480,4,291480,0,
76561197998199940/215080,4,215080,0,
76561197998199940/313740,4,313740,24,
76561197998199940/247080,4,247080,16,
76561197998199940/314830,4,314830,493,
76561197998199940/253510,4,253510,29,
76561197998199940/259130,4,259130,0,
76561197998199940/319510,4,319510,0,
76561197998199940/268050,4,268050,130,
76561197998199940/323060,4,323060,184,
76561197998199940/307690,4,307690,729,
76561197998199940/238320,4,238320,27,
76561197998199940/325790,4,325790,206,
76561197998199940/329380,4,329380,0,
76561197998199940/330820,4,330820,0,
76561197998199940/231740,4,231740,420,
76561197998199940/339800,4,339800,293,
76561197998199940/342200,4,342200,44,
76561197998199940/346940,4,346940,354,
76561197998199940/287290,4,287290,211,
76561197998199940/291650,4,291650,5459,
76561197998199940/335300,4,335300,10036,
76561197998199940/348180,4,348180,35,
76561197998199940/297130,4,297130,49,
76561197998199940/359050,4,359050,14,
76561197998199940/359320,4,359320,2691,
76561197998199940/363460,4,363460,8,
76561197998199940/374320,4,374320,14294,
76561197998199940/290790,4,290790,906,
76561197998199940/394740,4,394740,68,
76561197998199940/397950,4,397950,0,
76561197998199940/325600,4,325600,851,
76561197998199940/236110,4,236110,66,
76561197998199940/427270,4,427270,0,
76561197998199940/441380,4,441380,0,
76561197998199940/273350,4,273350,0,
76561197998199940/515040,4,515040,87,
76561198033074552/15620,5,15620,336,
76561198033074552/500,5,500,509,
76561198033074552/550,5,550,4643,
76561198033074552/223530,5,223530,0,
76561198033074552/42910,5,42910,168,
76561198033074552/56400,5,56400,3332,
76561198033074552/105450,5,105450,7585,
76561198033074552/49520,5,49520,3171,
76561198033074552/205790,5,205790,0,
76561198033074552/224260,5,224260,11,
76561198033074552/39140,5,39140,177,
76561198033074552/221380,5,221380,1715,
76561198033074552/235540,5,235540,1263,
76561198066128898/2500,6,2500,42,
76561198066128898/6060,6,6060,22,
76561198066128898/105600,6,105600,1854,
76561198066128898/6370,6,6370,25,
76561198066128898/104700,6,104700,0,
76561198066128898/109600,6,109600,333,
76561198066128898/113400,6,113400,276,
76561198066128898/113420,6,113420,3,
76561198066128898/212500,6,212500,0,
76561198066128898/218230,6,218230,82,
76561198066128898/230410,6,230410,3015,
76561198066128898/238960,6,238960,1676,
76561198066128898/272350,6,272350,0,
76561198066128898/206480,6,206480,6339,
76561198066128898/209870,6,209870,109,
76561198066128898/223710,6,223710,225,
76561198066128898/259020,6,259020,88,
76561198066128898/271290,6,271290,26,
76561198066128898/202090,6,202090,1285,
76561198066128898/241640,6,241640,4,
76561198066128898/253710,6,253710,113,
76561198066128898/253980,6,253980,0,
76561198066128898/239160,6,239160,859,
76561198066128898/286940,6,286940,121,
76561198066128898/289780,6,289780,17,
76561198066128898/291010,6,291010,8,
76561198066128898/291410,6,291410,90,
76561198066128898/298260,6,298260,0,
76561198066128898/304030,6,304030,0,
76561198066128898/304050,6,304050,4185,
76561198066128898/304930,6,304930,1027,
76561198066128898/224600,6,224600,152,
76561198066128898/227700,6,227700,34,
76561198066128898/291480,6,291480,576,
76561198066128898/227940,6,227940,1001,
76561198066128898/314280,6,314280,38,
76561198066128898/222900,6,222900,11,
76561198066128898/317780,6,317780,51,
76561198066128898/258160,6,258160,133,
76561198066128898/323370,6,323370,134,
76561198066128898/323720,6,323720,104,
76561198066128898/730,6,730,31422,
76561198066128898/333930,6,333930,18,
76561198066128898/337950,6,337950,4,
76561198066128898/316390,6,316390,10,
76561198066128898/346110,6,346110,2207,
76561198066128898/407530,6,407530,0,
76561198066128898/346330,6,346330,31,
76561198066128898/349700,6,349700,88,
76561198066128898/339280,6,339280,446,
76561198066128898/355840,6,355840,255,
76561198066128898/356330,6,356330,23,
76561198066128898/356640,6,356640,29,
76561198066128898/360760,6,360760,1,
76561198066128898/365300,6,365300,53,
76561198066128898/369200,6,369200,102,
76561198066128898/370100,6,370100,10,
76561198066128898/372000,6,372000,25,
76561198066128898/372540,6,372540,3,
76561198066128898/373330,6,373330,3,
76561198066128898/376570,6,376570,9,
76561198066128898/381640,6,381640,0,
76561198066128898/382850,6,382850,13,
76561198066128898/291550,6,291550,1311,
76561198066128898/391460,6,391460,120,
76561198066128898/407510,6,407510,148,
76561198066128898/236110,6,236110,0,
76561198066128898/280790,6,280790,187,
76561198066128898/426970,6,426970,357,
76561198066128898/239140,6,239140,2228,
76561198066128898/429790,6,429790,3,
76561198066128898/444090,6,444090,42,
76561198066128898/459160,6,459160,8,
76561198066128898/472680,6,472680,24,
76561198066128898/474010,6,474010,13,
76561198066128898/403640,6,403640,408,
76561198066128898/496920,6,496920,0,
76561198066128898/442080,6,442080,98,
76561198066128898/273350,6,273350,698,
76561198066128898/402570,6,402570,434,
76561198066128898/519140,6,519140,26,
76561198066128898/324810,6,324810,9,
76561198066128898/376310,6,376310,0,
76561198066128898/555570,6,555570,17,
76561198082673725/47890,7,47890,5,
76561198082673725/42910,7,42910,47,
76561198082673725/105450,7,105450,765,
76561198082673725/49520,7,49520,3372,
76561198082673725/205790,7,205790,0,
76561198082673725/224260,7,224260,9,
76561198082673725/235540,7,235540,1160,
76561198103351866/205790,8,205790,0,
76561198128234776/237630,9,237630,0,
76561197985590077/10,11,10,49,
76561197985590077/80,11,80,0,
76561197985590077/100,11,100,0,
76561197985590077/1610,11,1610,0,
76561197985590077/3910,11,3910,0,
76561197985590077/6910,11,6910,0,
76561197985590077/2200,11,2200,0,
76561197985590077/2310,11,2310,0,
76561197985590077/2320,11,2320,11,
76561197985590077/2330,11,2330,0,
76561197985590077/2340,11,2340,0,
76561197985590077/2350,11,2350,0,
76561197985590077/9030,11,9030,0,
76561197985590077/9040,11,9040,0,
76561197985590077/12500,11,12500,0,
76561197985590077/12900,11,12900,58,
76561197985590077/2700,11,2700,22,
76561197985590077/20,11,20,0,
76561197985590077/50,11,50,0,
76561197985590077/70,11,70,0,
76561197985590077/130,11,130,0,
76561197985590077/220,11,220,0,
76561197985590077/280,11,280,0,
76561197985590077/320,11,320,0,
76561197985590077/340,11,340,0,
76561197985590077/360,11,360,0,
76561197985590077/380,11,380,0,
76561197985590077/420,11,420,0,
76561197985590077/7760,11,7760,8,
76561197985590077/7660,11,7660,0,
76561197985590077/17470,11,17470,0,
76561197985590077/24740,11,24740,0,
76561197985590077/3590,11,3590,1,
76561197985590077/25900,11,25900,0,
76561197985590077/12440,11,12440,0,
76561197985590077/12450,11,12450,0,
76561197985590077/38400,11,38400,81,
76561197985590077/38410,11,38410,9,
76561197985590077/38420,11,38420,11,
76561197985590077/32370,11,32370,1016,
76561197985590077/32380,11,32380,0,
76561197985590077/24800,11,24800,0,
76561197985590077/40700,11,40700,0,
76561197985590077/20900,11,20900,0,
76561197985590077/41000,11,41000,0,
76561197985590077/22370,11,22370,0,
76561197985590077/3170,11,3170,0,
76561197985590077/3130,11,3130,0,
76561197985590077/45730,11,45730,6,
76561197985590077/41010,11,41010,0,
76561197985590077/48950,11,48950,0,
76561197985590077/33680,11,33680,0,
76561197985590077/47000,11,47000,1,
76561197985590077/24780,11,24780,24,
76561197985590077/17410,11,17410,0,
76561197985590077/6120,11,6120,10,
76561197985590077/70300,11,70300,19,
76561197985590077/32360,11,32360,0,
76561197985590077/32460,11,32460,0,
76561197985590077/18020,11,18020,0,
76561197985590077/18000,11,18000,0,
76561197985590077/37600,11,37600,0,
76561197985590077/35130,11,35130,0,
76561197985590077/47780,11,47780,0,
76561197985590077/42910,11,42910,102,
76561197985590077/92800,11,92800,0,
76561197985590077/63710,11,63710,133,
76561197985590077/400,11,400,0,
76561197985590077/620,11,620,530,
76561197985590077/95300,11,95300,0,
76561197985590077/45760,11,45760,489,
76561197985590077/105100,11,105100,0,
76561197985590077/105600,11,105600,13,
76561197985590077/20920,11,20920,0,
76561197985590077/97000,11,97000,0,
76561197985590077/44200,11,44200,0,
76561197985590077/105300,11,105300,13,
76561197985590077/50130,11,50130,0,
76561197985590077/107300,11,107300,35,
76561197985590077/107310,11,107310,1205,
76561197985590077/105700,11,105700,9,
76561197985590077/96100,11,96100,0,
76561197985590077/58400,11,58400,0,
76561197985590077/18070,11,18070,47,
76561197985590077/63000,11,63000,0,
76561197985590077/113200,11,113200,136,
76561197985590077/102840,11,102840,0,
76561197985590077/80310,11,80310,140,
76561197985590077/115100,11,115100,431,
76561197985590077/205790,11,205790,0,
