steamID/appID,steamid,appid,playtime_forever,achievements
76561198008911412/44340,810,44340,0,
76561198008911412/57900,810,57900,0,
76561198008911412/7610,810,7610,0,
76561198008911412/7760,810,7760,0,
76561198008911412/42160,810,42160,0,
76561198008911412/206980,810,206980,0,
76561198008911412/55150,810,55150,586,
76561198008911412/17710,810,17710,0,
76561198008911412/42680,810,42680,1279,
76561198008911412/42690,810,42690,63028,
76561198008911412/67370,810,67370,0,
76561198008911412/203770,810,203770,170,
76561198008911412/201700,810,201700,0,
76561198008911412/108710,810,108710,185,
76561198008911412/207170,810,207170,180,
76561198008911412/208670,810,208670,557,
76561198008911412/204100,810,204100,2986,
76561198008911412/12750,810,12750,0,
76561198008911412/11590,810,11590,0,
76561198008911412/12830,810,12830,17,
76561198008911412/12810,810,12810,0,
76561198008911412/12770,810,12770,15,
76561198008911412/215670,810,215670,0,
76561198008911412/98400,810,98400,563,
76561198008911412/209080,810,209080,0,
76561198008911412/50650,810,50650,2465,
76561198008911412/11450,810,11450,0,
76561198008911412/12710,810,12710,0,
76561198008911412/202970,810,202970,816,
76561198008911412/202990,810,202990,29887,
76561198008911412/212910,810,212910,22,
76561198008911412/200510,810,200510,1553,
76561198008911412/57690,810,57690,0,
76561198008911412/55230,810,55230,2724,
76561198008911412/220240,810,220240,1978,
76561198008911412/203140,810,203140,2164,
76561198008911412/205930,810,205930,124,
76561198008911412/25890,810,25890,0,
76561198008911412/4570,810,4570,611,
76561198008911412/220440,810,220440,252,
76561198008911412/9310,810,9310,171,
76561198008911412/203160,810,203160,1070,
76561198008911412/202130,810,202130,0,
76561198008911412/224580,810,224580,194,
76561198008911412/221040,810,221040,0,
76561198008911412/1500,810,1500,0,
76561198008911412/1510,810,1510,87,
76561198008911412/1520,810,1520,37,
76561198008911412/1530,810,1530,37,
76561198008911412/233450,810,233450,3273,
76561198008911412/220660,810,220660,0,
76561198008911412/43160,810,43160,3133,
76561198008911412/44350,810,44350,0,
76561198008911412/222480,810,222480,0,
76561198008911412/72850,810,72850,11924,
76561198008911412/234650,810,234650,684,
76561198008911412/233270,810,233270,422,
76561198008911412/65930,810,65930,0,
76561198008911412/228300,810,228300,316,
76561198008911412/231430,810,231430,2031,
76561198008911412/35450,810,35450,4978,
76561198008911412/231740,810,231740,12,
76561198008911412/236850,810,236850,0,
76561198008911412/242920,810,242920,977,
76561198008911412/12100,810,12100,360,
76561198008911412/12110,810,12110,5,
76561198008911412/12120,810,12120,16,
76561198008911412/12210,810,12210,0,
76561198008911412/12220,810,12220,0,
76561198008911412/12230,810,12230,0,
76561198008911412/12240,810,12240,0,
76561198008911412/12250,810,12250,0,
76561198008911412/206420,810,206420,1774,
76561198008911412/91310,810,91310,1468,
76561198008911412/216250,810,216250,1486,
76561198008911412/214950,810,214950,15726,
76561198008911412/247020,810,247020,7,
76561198008911412/239030,810,239030,6,
76561198008911412/218620,810,218620,3608,
76561198008911412/205100,810,205100,1593,
76561198008911412/92800,810,92800,0,
76561198008911412/226960,810,226960,273,
76561198008911412/243800,810,243800,138,
76561198008911412/255220,810,255220,0,
76561198008911412/243040,810,243040,0,
76561198008911412/247660,810,247660,0,
76561198008911412/243470,810,243470,3843,
76561198008911412/261640,810,261640,0,
76561198008911412/264140,810,264140,98,
76561198008911412/215530,810,215530,1166,
76561198008911412/221100,810,221100,37,
76561198008911412/7670,810,7670,140,
76561198008911412/8850,810,8850,0,
76561198008911412/8870,810,8870,0,
76561198008911412/409710,810,409710,0,
76561198008911412/409720,810,409720,0,
76561198008911412/272470,810,272470,166,
76561198008911412/239160,810,239160,1844,
76561198008911412/236130,810,236130,0,
76561198008911412/254700,810,254700,0,
76561198008911412/235210,810,235210,6,
76561198008911412/8880,810,8880,0,
76561198008911412/8890,810,8890,0,
76561198008911412/287260,810,287260,314,
76561198008911412/287340,810,287340,1,
76561198008911412/233290,810,233290,565,
76561198008911412/291710,810,291710,0,
76561198008911412/201810,810,201810,1494,
76561198008911412/295270,810,295270,72712,
76561198008911412/222900,810,222900,507,
76561198008911412/298630,810,298630,175,
76561198008911412/300550,810,300550,1105,
76561198008911412/65790,810,65790,0,
76561198008911412/227940,810,227940,0,
76561198008911412/317280,810,317280,0,
76561198008911412/238010,810,238010,1868,
76561198008911412/8080,810,8080,145,
76561198008911412/28000,810,28000,310,
76561198008911412/321040,810,321040,0,
76561198008911412/226720,810,226720,1321,
76561198008911412/24240,810,24240,0,
76561198008911412/10,810,10,0,
76561198008911412/80,810,80,0,
76561198008911412/100,810,100,0,
76561198008911412/240,810,240,0,
76561198008911412/730,810,730,190,
76561198008911412/346940,810,346940,0,
76561198008911412/202170,810,202170,1943,
76561198008911412/287290,810,287290,0,
76561198008911412/351570,810,351570,0,
76561198008911412/350080,810,350080,912,
76561198008911412/359580,810,359580,2,
76561198008911412/359900,810,359900,0,
76561198008911412/360430,810,360430,2324,
76561198008911412/47780,810,47780,0,
76561198008911412/365720,810,365720,0,
76561198008911412/329050,810,329050,0,
76561198008911412/370240,810,370240,0,
76561198008911412/385710,810,385710,0,
76561198008911412/400170,810,400170,0,
76561198008911412/234140,810,234140,4119,
76561198008911412/437900,810,437900,33,
76561198008911412/440090,810,440090,1,
76561198008911412/394230,810,394230,0,
76561198008911412/457600,810,457600,1728,
76561198008911412/50130,810,50130,961,
76561198008911412/489830,810,489830,0,
76561197969407094/10,214,10,47956,
76561197969407094/20,214,20,31,
76561197969407094/30,214,30,0,
76561197969407094/40,214,40,0,
76561197969407094/50,214,50,256,
76561197969407094/60,214,60,8,
76561197969407094/70,214,70,966,
76561197969407094/130,214,130,0,
76561197969407094/80,214,80,1370,
76561197969407094/100,214,100,191,
76561197969407094/4000,214,4000,738,
76561197969407094/320,214,320,172,
76561197969407094/340,214,340,76,
76561197969407094/220,214,220,486,
76561197969407094/12210,214,12210,3421,
76561197969407094/19980,214,19980,820,
76561197969407094/17470,214,17470,0,
76561197969407094/24740,214,24740,20,
76561197969407094/10660,214,10660,0,
76561197969407094/21680,214,21680,0,
76561197969407094/24800,214,24800,0,
76561197969407094/8190,214,8190,57,
76561197969407094/43110,214,43110,0,
76561197969407094/400,214,400,412,
76561197969407094/28000,214,28000,93,
76561197969407094/17410,214,17410,378,
76561197969407094/21970,214,21970,0,
76561197969407094/43000,214,43000,0,
76561197969407094/7520,214,7520,0,
76561197969407094/31280,214,31280,376,
76561197969407094/40800,214,40800,627,
76561197969407094/22350,214,22350,89,
76561197969407094/620,214,620,92,
76561197969407094/104700,214,104700,864,
76561197969407094/91200,214,91200,0,
76561197969407094/7760,214,7760,0,
76561197969407094/28050,214,28050,0,
76561197969407094/1200,214,1200,0,
76561197969407094/1230,214,1230,0,
76561197969407094/1280,214,1280,0,
76561197969407094/102600,214,102600,0,
76561197969407094/102840,214,102840,643,
76561197969407094/41000,214,41000,425,
76561197969407094/3830,214,3830,0,
76561197969407094/205790,214,205790,0,
76561197969407094/240,214,240,221,
76561197969407094/67370,214,67370,1335,
76561197969407094/58610,214,58610,0,
76561197969407094/201700,214,201700,0,
76561197969407094/207610,214,207610,1384,
76561197969407094/7670,214,7670,0,
76561197969407094/409710,214,409710,0,
76561197969407094/108800,214,108800,0,
76561197969407094/12750,214,12750,0,
76561197969407094/108710,214,108710,486,
76561197969407094/202750,214,202750,0,
76561197969407094/201790,214,201790,1071,
76561197969407094/730,214,730,10376,
76561197969407094/219740,214,219740,2471,
76561197969407094/322330,214,322330,2384,
76561197969407094/214870,214,214870,427,
76561197969407094/57690,214,57690,0,
76561197969407094/42910,214,42910,944,
76561197969407094/220440,214,220440,472,
76561197969407094/224540,214,224540,499,
76561197969407094/203160,214,203160,1428,
76561197969407094/8870,214,8870,955,
76561197969407094/230410,214,230410,2086,
76561197969407094/202090,214,202090,135,
76561197969407094/231430,214,231430,0,
76561197969407094/21690,214,21690,0,
76561197969407094/58550,214,58550,0,
76561197969407094/223450,214,223450,34,
76561197969407094/222480,214,222480,0,
76561197969407094/65930,214,65930,0,
76561197969407094/228300,214,228300,0,
76561197969407094/31100,214,31100,0,
76561197969407094/31110,214,31110,0,
76561197969407094/31120,214,31120,0,
76561197969407094/31130,214,31130,0,
76561197969407094/31220,214,31220,0,
76561197969407094/31230,214,31230,0,
76561197969407094/31240,214,31240,0,
76561197969407094/31250,214,31250,0,
76561197969407094/31260,214,31260,0,
76561197969407094/31270,214,31270,14,
76561197969407094/31290,214,31290,0,
76561197969407094/94500,214,94500,0,
76561197969407094/94510,214,94510,0,
76561197969407094/94520,214,94520,0,
76561197969407094/94530,214,94530,0,
76561197969407094/94590,214,94590,0,
76561197969407094/94600,214,94600,0,
76561197969407094/94610,214,94610,0,
76561197969407094/94620,214,94620,0,
76561197969407094/237110,214,237110,259,
76561197969407094/244850,214,244850,0,
76561197969407094/91310,214,91310,0,
76561197969407094/234390,214,234390,0,
76561197969407094/47790,214,47790,0,
76561197969407094/47830,214,47830,67,
76561197969407094/226720,214,226720,0,
76561197969407094/252490,214,252490,19,
76561197969407094/254000,214,254000,0,
76561197969407094/49520,214,49520,560,
76561197969407094/258200,214,258200,0,
76561197969407094/244930,214,244930,30,
76561197969407094/550,214,550,1504,
76561197969407094/223530,214,223530,0,
76561197969407094/271290,214,271290,0,
76561197969407094/273110,214,273110,45,
76561197969407094/275390,214,275390,1788,
76561197969407094/213670,214,213670,1019,
76561197969407094/235210,214,235210,0,
76561197969407094/254700,214,254700,0,
76561197969407094/35450,214,35450,0,
76561197969407094/236830,214,236830,0,
76561197969407094/299360,214,299360,68,
76561197969407094/303390,214,303390,0,
76561197969407094/304930,214,304930,6,
76561197969407094/63380,214,63380,343,
76561197969407094/307880,214,307880,0,
76561197969407094/317760,214,317760,45,
76561197969407094/321040,214,321040,0,
76561197969407094/323060,214,323060,0,
76561197969407094/24240,214,24240,134,
76561197969407094/343710,214,343710,130,
76561197969407094/345520,214,345520,35,
76561197969407094/287290,214,287290,0,
76561197969407094/275100,214,275100,75,
76561197969407094/8980,214,8980,2041,
76561197969407094/291550,214,291550,112,
76561197969407094/400240,214,400240,0,
76561197969407094/444090,214,444090,175,
76561197969407094/48000,214,48000,0,
76561197969407094/319630,214,319630,0,
76561197998199940/220,215,220,0,
76561197998199940/340,215,340,0,
76561197998199940/320,215,320,45,
76561197998199940/1500,215,1500,0,
76561197998199940/1510,215,1510,412,
76561197998199940/1520,215,1520,101,
76561197998199940/4540,215,4540,7,
76561197998199940/4550,215,4550,0,
76561197998199940/475150,215,475150,0,
76561197998199940/4560,215,4560,0,
76561197998199940/9340,215,9340,0,
76561197998199940/228200,215,228200,272,
76561197998199940/9450,215,9450,1475,
76561197998199940/12200,215,12200,101,
76561197998199940/12210,215,12210,98,
76561197998199940/15620,215,15620,3409,
76561197998199940/22120,215,22120,190,
76561197998199940/22140,215,22140,0,
76561197998199940/22180,215,22180,0,
76561197998199940/24740,215,24740,0,
76561197998199940/25900,215,25900,1140,
76561197998199940/22340,215,22340,456,
76561197998199940/3720,215,3720,867,
76561197998199940/32360,215,32360,222,
76561197998199940/34900,215,34900,57,
76561197998199940/40400,215,40400,0,
76561197998199940/40420,215,40420,0,
76561197998199940/23490,215,23490,0,
76561197998199940/550,215,550,27,
76561197998199940/223530,215,223530,0,
76561197998199940/22100,215,22100,0,
76561197998199940/3170,215,3170,0,
76561197998199940/3130,215,3130,0,
76561197998199940/400,215,400,512,
76561197998199940/17410,215,17410,0,
76561197998199940/57300,215,57300,0,
76561197998199940/8980,215,8980,418,
76561197998199940/56400,215,56400,956,
76561197998199940/21100,215,21100,0,
76561197998199940/42910,215,42910,352,
76561197998199940/620,215,620,201,
76561197998199940/91200,215,91200,0,
76561197998199940/98200,215,98200,34,
76561197998199940/21090,215,21090,0,
76561197998199940/21110,215,21110,0,
76561197998199940/21120,215,21120,0,
76561197998199940/16450,215,16450,0,
76561197998199940/19680,215,19680,0,
76561197998199940/50130,215,50130,981,
76561197998199940/98800,215,98800,2469,
76561197998199940/107300,215,107300,11,
76561197998199940/107310,215,107310,92,
76561197998199940/55150,215,55150,118,
76561197998199940/32800,215,32800,0,
76561197998199940/107100,215,107100,15,
76561197998199940/28050,215,28050,387,
76561197998199940/17710,215,17710,33,
76561197998199940/57690,215,57690,40,
76561197998199940/111400,215,111400,42,
76561197998199940/8930,215,8930,8792,
76561197998199940/72850,215,72850,807,
76561197998199940/15560,215,15560,41,
76561197998199940/35720,215,35720,262,
76561197998199940/64000,215,64000,1,
76561197998199940/48000,215,48000,0,
76561197998199940/207170,215,207170,1609,
76561197998199940/207690,215,207690,0,
76561197998199940/203630,215,203630,0,
76561197998199940/41500,215,41500,830,
76561197998199940/200710,215,200710,608,
76561197998199940/200260,215,200260,0,
76561197998199940/108800,215,108800,0,
76561197998199940/42170,215,42170,28,
76561197998199940/50300,215,50300,54,
76561197998199940/108710,215,108710,26,
76561197998199940/202750,215,202750,0,
76561197998199940/65800,215,65800,454,
76561197998199940/211420,215,211420,39556,
76561197998199940/35140,215,35140,102,
76561197998199940/113200,215,113200,598,
76561197998199940/730,215,730,81,
76561197998199940/200510,215,200510,2011,
76561197998199940/204300,215,204300,10,
76561197998199940/212680,215,212680,6824,
76561197998199940/220780,215,220780,0,
76561197998199940/7830,215,7830,0,
76561197998199940/220860,215,220860,112,
76561197998199940/218640,215,218640,402,
76561197998199940/42160,215,42160,264,
76561197998199940/206980,215,206980,0,
76561197998199940/219150,215,219150,23,
76561197998199940/205790,215,205790,0,
76561197998199940/218680,215,218680,11,
76561197998199940/223830,215,223830,3804,
76561197998199940/4920,215,4920,89,
76561197998199940/219950,215,219950,0,
76561197998199940/55230,215,55230,897,
76561197998199940/221640,215,221640,41,
76561197998199940/201790,215,201790,885,
76561197998199940/71230,215,71230,0,
76561197998199940/71240,215,71240,0,
76561197998199940/71250,215,71250,12,
76561197998199940/71260,215,71260,0,
76561197998199940/50620,215,50620,1138,
76561197998199940/50650,215,50650,32,
76561197998199940/388410,215,388410,0,
76561197998199940/462780,215,462780,0,
76561197998199940/208520,215,208520,202,
76561197998199940/204080,215,204080,27,
76561197998199940/230410,215,230410,1627,
76561197998199940/238960,215,238960,10883,
76561197998199940/272350,215,272350,95,
76561197998199940/39120,215,39120,21275,
76561197998199940/233700,215,233700,2230,
76561197998199940/8870,215,8870,0,
76561197998199940/224500,215,224500,1111,
76561197998199940/233720,215,233720,96,
76561197998199940/234190,215,234190,0,
76561197998199940/234650,215,234650,769,
76561197998199940/206190,215,206190,252,
76561197998199940/8500,215,8500,2459,
76561197998199940/236850,215,236850,693,
76561197998199940/233980,215,233980,198,
76561197998199940/213030,215,213030,331,
76561197998199940/237570,215,237570,0,
76561197998199940/242920,215,242920,539,
76561197998199940/241600,215,241600,1571,
76561197998199940/208140,215,208140,2385,
76561197998199940/244710,215,244710,27,
76561197998199940/234390,215,234390,0,
76561197998199940/63910,215,63910,0,
76561197998199940/225080,215,225080,59,
76561197998199940/209000,215,209000,0,
76561197998199940/218620,215,218620,1171,
76561197998199940/47790,215,47790,0,
76561197998199940/47830,215,47830,0,
76561197998199940/242570,215,242570,146,
76561197998199940/249990,215,249990,204,
76561197998199940/250500,215,250500,0,
76561197998199940/251990,215,251990,465,
76561197998199940/253980,215,253980,0,
76561197998199940/222640,215,222640,118,
76561197998199940/246090,215,246090,34,
76561197998199940/58520,215,58520,30,
76561197998199940/204560,215,204560,38,
76561197998199940/208730,215,208730,42,
76561197998199940/209730,215,209730,0,
76561197998199940/219780,215,219780,0,
76561197998199940/231140,215,231140,0,
76561197998199940/58610,215,58610,0,
76561197998199940/205650,215,205650,95,
76561197998199940/212480,215,212480,0,
76561197998199940/221910,215,221910,325,
76561197998199940/238430,215,238430,52,
76561197998199940/262060,215,262060,1026,
76561197998199940/263420,215,263420,98,
76561197998199940/265300,215,265300,1065,
76561197998199940/266130,215,266130,273,
76561197998199940/267750,215,267750,1156,
76561197998199940/230230,215,230230,6151,
76561197998199940/373420,215,373420,2024,
76561197998199940/268870,215,268870,865,
76561197998199940/269650,215,269650,232,
76561197998199940/222880,215,222880,28,
76561197998199940/213670,215,213670,1024,
76561197998199940/240760,215,240760,5566,
76561197998199940/404730,215,404730,431,
76561197998199940/282070,215,282070,153,
76561197998199940/43160,215,43160,74,
76561197998199940/236430,215,236430,6007,
76561197998199940/231430,215,231430,4,
76561197998199940/274980,215,274980,0,
76561197998199940/233290,215,233290,410,
76561197998199940/294860,215,294860,57,
76561197998199940/295930,215,295930,21,
76561197998199940/222900,215,222900,26,
76561197998199940/300550,215,300550,1335,
76561197998199940/1930,215,1930,28,
76561197998199940/7520,215,7520,242,
76561197998199940/7530,215,7530,0,
76561197998199940/250400,215,250400,442,
76561197998199940/63380,215,63380,397,
76561197998199940/224600,215,224600,2297,
76561197998199940/307230,215,307230,12,
76561197998199940/310380,215,310380,3,
76561197998199940/291480,215,291480,0,
76561197998199940/215080,215,215080,0,
76561197998199940/313740,215,313740,24,
76561197998199940/247080,215,247080,16,
76561197998199940/314830,215,314830,493,
76561197998199940/253510,215,253510,29,
76561197998199940/259130,215,259130,0,
76561197998199940/319510,215,319510,0,
76561197998199940/268050,215,268050,130,
76561197998199940/323060,215,323060,184,
76561197998199940/307690,215,307690,729,
76561197998199940/238320,215,238320,27,
76561197998199940/325790,215,325790,206,
76561197998199940/329380,215,329380,0,
76561197998199940/330820,215,330820,0,
76561197998199940/231740,215,231740,420,
76561197998199940/339800,215,339800,293,
76561197998199940/342200,215,342200,44,
76561197998199940/346940,215,346940,354,
76561197998199940/287290,215,287290,211,
76561197998199940/291650,215,291650,5459,
76561197998199940/335300,215,335300,10036,
76561197998199940/348180,215,348180,35,
76561197998199940/297130,215,297130,49,
76561197998199940/359050,215,359050,14,
76561197998199940/359320,215,359320,2691,
76561197998199940/363460,215,363460,8,
76561197998199940/374320,215,374320,14294,
76561197998199940/290790,215,290790,906,
76561197998199940/394740,215,394740,68,
76561197998199940/397950,215,397950,0,
76561197998199940/325600,215,325600,851,
76561197998199940/236110,215,236110,66,
76561197998199940/427270,215,427270,0,
76561197998199940/441380,215,441380,0,
76561197998199940/273350,215,273350,0,
76561197998199940/515040,215,515040,87,
76561198033074552/15620,216,15620,336,
76561198033074552/500,216,500,509,
76561198033074552/550,216,550,4643,
76561198033074552/223530,216,223530,0,
76561198033074552/42910,216,42910,168,
76561198033074552/56400,216,56400,3332,
76561198033074552/105450,216,105450,7585,
76561198033074552/49520,216,49520,3171,
76561198033074552/205790,216,205790,0,
76561198033074552/224260,216,224260,11,
76561198033074552/39140,216,39140,177,
76561198033074552/221380,216,221380,1715,
76561198033074552/235540,216,235540,1263,
76561198066128898/2500,217,2500,42,
76561198066128898/6060,217,6060,22,
76561198066128898/105600,217,105600,1854,
76561198066128898/6370,217,6370,25,
76561198066128898/104700,217,104700,0,
76561198066128898/109600,217,109600,333,
76561198066128898/113400,217,113400,276,
76561198066128898/113420,217,113420,3,
76561198066128898/212500,217,212500,0,
76561198066128898/218230,217,218230,82,
76561198066128898/230410,217,230410,3015,
76561198066128898/238960,217,238960,1676,
76561198066128898/272350,217,272350,0,
76561198066128898/206480,217,206480,6339,
76561198066128898/209870,217,209870,109,
76561198066128898/223710,217,223710,225,
76561198066128898/259020,217,259020,88,
76561198066128898/271290,217,271290,26,
76561198066128898/202090,217,202090,1285,
76561198066128898/241640,217,241640,4,
76561198066128898/253710,217,253710,113,
76561198066128898/253980,217,253980,0,
76561198066128898/239160,217,239160,859,
76561198066128898/286940,217,286940,121,
76561198066128898/289780,217,289780,17,
76561198066128898/291010,217,291010,8,
76561198066128898/291410,217,291410,90,
76561198066128898/298260,217,298260,0,
76561198066128898/304030,217,304030,0,
76561198066128898/304050,217,304050,4185,
76561198066128898/304930,217,304930,1027,
76561198066128898/224600,217,224600,152,
76561198066128898/227700,217,227700,34,
76561198066128898/291480,217,291480,576,
76561198066128898/227940,217,227940,1001,
76561198066128898/314280,217,314280,38,
76561198066128898/222900,217,222900,11,
76561198066128898/317780,217,317780,51,
76561198066128898/258160,217,258160,133,
76561198066128898/323370,217,323370,134,
76561198066128898/323720,217,323720,104,
76561198066128898/730,217,730,31422,
76561198066128898/333930,217,333930,18,
76561198066128898/337950,217,337950,4,
76561198066128898/316390,217,316390,10,
76561198066128898/346110,217,346110,2207,
76561198066128898/407530,217,407530,0,
76561198066128898/346330,217,346330,31,
76561198066128898/349700,217,349700,88,
76561198066128898/339280,217,339280,446,
76561198066128898/355840,217,355840,255,
76561198066128898/356330,217,356330,23,
76561198066128898/356640,217,356640,29,
76561198066128898/360760,217,360760,1,
76561198066128898/365300,217,365300,53,
76561198066128898/369200,217,369200,102,
76561198066128898/370100,217,370100,10,
76561198066128898/372000,217,372000,25,
76561198066128898/372540,217,372540,3,
76561198066128898/373330,217,373330,3,
76561198066128898/376570,217,376570,9,
76561198066128898/381640,217,381640,0,
76561198066128898/382850,217,382850,13,
76561198066128898/291550,217,291550,1311,
76561198066128898/391460,217,391460,120,
76561198066128898/407510,217,407510,148,
76561198066128898/236110,217,236110,0,
76561198066128898/280790,217,280790,187,
76561198066128898/426970,217,426970,357,
76561198066128898/239140,217,239140,2228,
76561198066128898/429790,217,429790,3,
76561198066128898/444090,217,444090,42,
76561198066128898/459160,217,459160,8,
76561198066128898/472680,217,472680,24,
76561198066128898/474010,217,474010,13,
76561198066128898/403640,217,403640,408,
76561198066128898/496920,217,496920,0,
76561198066128898/442080,217,442080,98,
76561198066128898/273350,217,273350,698,
76561198066128898/402570,217,402570,434,
76561198066128898/519140,217,519140,26,
76561198066128898/324810,217,324810,9,
76561198066128898/376310,217,376310,0,
76561198066128898/555570,217,555570,17,
76561198082673725/47890,218,47890,5,
76561198082673725/42910,218,42910,47,
76561198082673725/105450,218,105450,765,
76561198082673725/49520,218,49520,3372,
76561198082673725/205790,218,205790,0,
76561198082673725/224260,218,224260,9,
76561198082673725/235540,218,235540,1160,
76561198103351866/205790,219,205790,0,
76561198128234776/237630,220,237630,0,
76561197985590077/10,180,10,49,
76561197985590077/80,180,80,0,
76561197985590077/100,180,100,0,
76561197985590077/1610,180,1610,0,
76561197985590077/3910,180,3910,0,
76561197985590077/6910,180,6910,0,
76561197985590077/2200,180,2200,0,
76561197985590077/2310,180,2310,0,
76561197985590077/2320,180,2320,11,
76561197985590077/2330,180,2330,0,
76561197985590077/2340,180,2340,0,
76561197985590077/2350,180,2350,0,
76561197985590077/9030,180,9030,0,
76561197985590077/9040,180,9040,0,
76561197985590077/12500,180,12500,0,
76561197985590077/12900,180,12900,58,
76561197985590077/2700,180,2700,22,
76561197985590077/20,180,20,0,
76561197985590077/50,180,50,0,
76561197985590077/70,180,70,0,
76561197985590077/130,180,130,0,
76561197985590077/220,180,220,0,
76561197985590077/280,180,280,0,
76561197985590077/320,180,320,0,
76561197985590077/340,180,340,0,
76561197985590077/360,180,360,0,
76561197985590077/380,180,380,0,
76561197985590077/420,180,420,0,
76561197985590077/7760,180,7760,8,
76561197985590077/7660,180,7660,0,
76561197985590077/17470,180,17470,0,
76561197985590077/24740,180,24740,0,
76561197985590077/3590,180,3590,1,
76561197985590077/25900,180,25900,0,
76561197985590077/12440,180,12440,0,
76561197985590077/12450,180,12450,0,
76561197985590077/38400,180,38400,81,
76561197985590077/38410,180,38410,9,
76561197985590077/38420,180,38420,11,
76561197985590077/32370,180,32370,1016,
76561197985590077/32380,180,32380,0,
76561197985590077/24800,180,24800,0,
76561197985590077/40700,180,40700,0,
76561197985590077/20900,180,20900,0,
76561197985590077/41000,180,41000,0,
76561197985590077/22370,180,22370,0,
76561197985590077/3170,180,3170,0,
76561197985590077/3130,180,3130,0,
76561197985590077/45730,180,45730,6,
76561197985590077/41010,180,41010,0,
76561197985590077/48950,180,48950,0,
76561197985590077/33680,180,33680,0,
76561197985590077/47000,180,47000,1,
76561197985590077/24780,180,24780,24,
76561197985590077/17410,180,17410,0,
76561197985590077/6120,180,6120,10,
76561197985590077/70300,180,70300,19,
76561197985590077/32360,180,32360,0,
76561197985590077/32460,180,32460,0,
76561197985590077/18020,180,18020,0,
76561197985590077/18000,180,18000,0,
76561197985590077/37600,180,37600,0,
76561197985590077/35130,180,35130,0,
76561197985590077/47780,180,47780,0,
76561197985590077/42910,180,42910,102,
76561197985590077/92800,180,92800,0,
76561197985590077/63710,180,63710,133,
76561197985590077/400,180,400,0,
76561197985590077/620,180,620,530,
76561197985590077/95300,180,95300,0,
76561197985590077/45760,180,45760,489,
76561197985590077/105100,180,105100,0,
76561197985590077/105600,180,105600,13,
76561197985590077/20920,180,20920,0,
76561197985590077/97000,180,97000,0,
76561197985590077/44200,180,44200,0,
76561197985590077/105300,180,105300,13,
76561197985590077/50130,180,50130,0,
76561197985590077/107300,180,107300,35,
76561197985590077/107310,180,107310,1205,
76561197985590077/105700,180,105700,9,
76561197985590077/96100,180,96100,0,
76561197985590077/58400,180,58400,0,
76561197985590077/18070,180,18070,47,
76561197985590077/63000,180,63000,0,
76561197985590077/113200,180,113200,136,
76561197985590077/102840,180,102840,0,
76561197985590077/80310,180,80310,140,
76561197985590077/115100,180,115100,431,
76561197985590077/205790,180,205790,0,
